book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,cleaned_authors,cleaned_title,top_5_tags
192,186074,186074,2502879,123,075640407X,9780756404080,Patrick Rothfuss,2007,The Name of the Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,4.55,400101,449372,28631,5605,8582,28480,95470,311235,https://images.gr-assets.com/books/1472068073m/186074.jpg,https://images.gr-assets.com/books/1472068073s/186074.jpg,patrick rothfuss,the name of the wind the kingkiller chronicle 1,"to-read, fantasy, currently-reading, favorites, fiction"
193,3228917,3228917,3364437,120,0316017922,9780316017920,Malcolm Gladwell,2008,Outliers: The Story of Success,Outliers: The Story of Success,en-US,4.11,353011,369126,19383,4494,12545,62510,148978,140599,https://images.gr-assets.com/books/1344266315m/3228917.jpg,https://images.gr-assets.com/books/1344266315s/3228917.jpg,malcolm gladwell,outliers the story of success,"to-read, nonfiction, currently-reading, psychology, non-fiction"
194,153747,153747,2409320,1823,0142437247,9780142437250,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale","Moby-Dick or, The Whale",eng,3.46,358050,397963,11223,35983,52601,103625,102432,103322,https://images.gr-assets.com/books/1327940656m/153747.jpg,https://images.gr-assets.com/books/1327940656s/153747.jpg,herman melville andrew delbanco tom quirk,mobydick or the whale,"to-read, currently-reading, classics, fiction, favorites"
195,2728527,2728527,2754161,116,0385340990,9780385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,393626,423672,39853,7190,17250,68942,155107,175183,https://images.gr-assets.com/books/1351979318m/2728527.jpg,https://images.gr-assets.com/books/1351979318s/2728527.jpg,mary ann shaffer annie barrows,the guernsey literary and potato peel pie society,"to-read, historical-fiction, fiction, book-club, favorites"
196,5759,5759,68729,162,0393327345,9780393327340,Chuck Palahniuk,1996,Fight Club,Fight Club,eng,4.2,365349,388654,11176,4578,12632,58110,139554,173780,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg,chuck palahniuk,fight club,"to-read, fiction, favorites, contemporary, owned"
197,301082,301082,479517,109,0441008534,9780441008540,Charlaine Harris,2001,Dead Until Dark,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,420764,444824,16818,11330,25781,96290,148326,163097,https://images.gr-assets.com/books/1468560853m/301082.jpg,https://images.gr-assets.com/books/1468560853s/301082.jpg,charlaine harris,dead until dark sookie stackhouse 1,"to-read, fantasy, vampires, currently-reading, paranormal"
198,11486,11486,3300573,155,0671727796,9780671727800,Alice Walker,1982,The Color Purple,The Color Purple,eng,4.17,376766,400965,9485,6298,14477,62380,140835,176975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,alice walker,the color purple,"to-read, fiction, favorites, historical-fiction, our-shared-shelf"
199,12691,12691,14961,119,0739461192,9780739461200,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,367304,379348,13407,5485,14940,68532,131536,158855,https://images.gr-assets.com/books/1308858322m/12691.jpg,https://images.gr-assets.com/books/1308858322s/12691.jpg,john grogan,marley and me life and love with the worlds worst dog,"to-read, non-fiction, currently-reading, favorites, nonfiction"
200,16299,16299,3038872,474,0312330871,9780312330870,Agatha Christie,1939,Ten Little Niggers,And Then There Were None,eng,4.23,408983,456680,17264,6134,12476,66243,156306,215521,https://images.gr-assets.com/books/1391120695m/16299.jpg,https://images.gr-assets.com/books/1391120695s/16299.jpg,agatha christie,and then there were none,"to-read, mystery, currently-reading, favorites, classics"
201,6411961,6411961,6600281,208,0385504225,9780385504220,Dan Brown,2009,The Lost Symbol,"The Lost Symbol (Robert Langdon, #3)",eng,3.66,369428,404982,24199,11293,40545,120122,136545,96477,https://images.gr-assets.com/books/1358274396m/6411961.jpg,https://images.gr-assets.com/books/1358274396s/6411961.jpg,dan brown,the lost symbol robert langdon 3,"to-read, currently-reading, fiction, mystery, thriller"
202,6339664,6339664,6525609,91,1416989412,9781416989420,Becca Fitzpatrick,2009,"Hush, Hush","Hush, Hush (Hush, Hush, #1)",en-US,4.0,448166,461802,21871,19338,33543,82544,120204,206173,https://images.gr-assets.com/books/1358261334m/6339664.jpg,https://images.gr-assets.com/books/1358261334s/6339664.jpg,becca fitzpatrick,hush hush hush hush 1,"to-read, favorites, young-adult, currently-reading, fantasy"
203,11505797,11505797,16441531,85,-,-,Jamie McGuire,2011,Beautiful Disaster,"Beautiful Disaster (Beautiful, #1)",eng,4.15,418309,442696,25298,17185,23298,61993,115123,225097,https://images.gr-assets.com/books/1358259032m/11505797.jpg,https://images.gr-assets.com/books/1358259032s/11505797.jpg,jamie mcguire,beautiful disaster beautiful 1,"to-read, favorites, romance, new-adult, contemporary"
204,5326,5326,3097440,2380,1561797464,9781561797460,Charles Dickens,1843,A Christmas Carol,A Christmas Carol,-,4.02,394540,441396,11568,6737,21415,93906,153823,165515,https://images.gr-assets.com/books/1406512317m/5326.jpg,https://images.gr-assets.com/books/1406512317s/5326.jpg,charles dickens,a christmas carol,"to-read, classics, currently-reading, fiction, favorites"
205,43763,43763,873132,189,0345476875,9780345476880,Anne Rice,1976,Interview with the Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,3.97,372566,393941,7951,7519,22377,84804,137659,141582,https://images.gr-assets.com/books/1380631642m/43763.jpg,https://images.gr-assets.com/books/1380631642s/43763.jpg,anne rice,interview with the vampire the vampire chronicles 1,"to-read, fantasy, horror, currently-reading, favorites"
206,10507293,10507293,15413183,93,0062059939,9780062059930,Kiera Cass,2012,The Selection,"The Selection (The Selection, #1)",en-US,4.15,505340,539091,35681,13841,25349,83692,158716,257493,https://images.gr-assets.com/books/1322103400m/10507293.jpg,https://images.gr-assets.com/books/1322103400s/10507293.jpg,kiera cass,the selection the selection 1,"to-read, favorites, young-adult, romance, dystopian"
207,6853,6853,1486401,109,0312362080,9780312362090,Janet Evanovich,1994,One for the Money,"One for the Money (Stephanie Plum, #1)",en-US,4.03,391007,403315,13050,9176,19657,80319,133454,160709,https://images.gr-assets.com/books/1316730230m/6853.jpg,https://images.gr-assets.com/books/1316730230s/6853.jpg,janet evanovich,one for the money stephanie plum 1,"to-read, mystery, currently-reading, fiction, janet-evanovich"
208,6493208,6493208,6684634,66,1400052173,9781400052170,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks,eng,4.04,377249,404440,28624,10782,18237,70339,151226,153856,https://images.gr-assets.com/books/1327878144m/6493208.jpg,https://images.gr-assets.com/books/1327878144s/6493208.jpg,rebecca skloot,the immortal life of henrietta lacks,"to-read, non-fiction, nonfiction, science, book-club"
209,23807,23807,22533,187,0099446782,9780099446780,Thomas Harris,1988,The Silence of the Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,4.14,351107,366112,3866,10268,12845,55427,123652,163920,https://images.gr-assets.com/books/1390426249m/23807.jpg,https://images.gr-assets.com/books/1390426249s/23807.jpg,thomas harris,the silence of the lambs  hannibal lecter 2,"to-read, horror, fiction, currently-reading, favorites"
210,345627,345627,335933,132,159514174X,9781595141740,Richelle Mead,2007,-,"Vampire Academy (Vampire Academy, #1)",en-US,4.14,248283,455151,19720,12535,22043,73357,129382,217834,https://images.gr-assets.com/books/1361098973m/345627.jpg,https://images.gr-assets.com/books/1361098973s/345627.jpg,richelle mead,vampire academy vampire academy 1,"to-read, read-in-2014, teen, favorite-series, read-in-2013"
211,40102,40102,1180927,116,0316010669,9780316010660,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking,en-US,3.89,348196,360338,12215,6804,20128,85934,139947,107525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,malcolm gladwell,blink the power of thinking without thinking,"currently-reading, to-read, non-fiction, psychology, nonfiction"
212,6867,6867,2307233,155,038572179X,9780385721790,Ian McEwan,2001,Atonement,Atonement,eng,3.88,347006,365658,14815,11473,25462,77135,134788,116800,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg,ian mcewan,atonement,"to-read, currently-reading, favorites, historical-fiction, romance"
213,485894,485894,2373750,1316,0553213695,9780553213690,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,The Metamorphosis,eng,3.78,364933,414533,10252,15430,33226,98774,146297,120806,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg,franz kafka stanley corngold,the metamorphosis,"to-read, classics, currently-reading, fiction, favorites"
214,561456,561456,2936530,94,0141382899,9780141382890,Rick Riordan,2007,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,4.33,446668,486262,15418,1863,7934,65220,162371,248874,https://images.gr-assets.com/books/1361038385m/561456.jpg,https://images.gr-assets.com/books/1361038385s/561456.jpg,rick riordan,the titans curse percy jackson and the olympians 3,"fantasy, favorites, to-read, currently-reading, young-adult"
215,9969571,9969571,14863741,112,030788743X,9780307887440,Ernest Cline,2011,-,Ready Player One,eng,4.31,349423,421819,52120,5150,12928,48285,134107,221349,https://images.gr-assets.com/books/1500930947m/9969571.jpg,https://images.gr-assets.com/books/1500930947s/9969571.jpg,ernest cline,ready player one,"to-read, currently-reading, favorites, science-fiction, sci-fi"
216,3153910,3153910,3175590,90,1554681723,9781554681720,Garth Stein,2006,The Art of Racing in the Rain,The Art of Racing in the Rain,eng,4.19,327409,354319,32021,4808,13901,53780,118166,163664,https://images.gr-assets.com/books/1377206302m/3153910.jpg,https://images.gr-assets.com/books/1377206302s/3153910.jpg,garth stein,the art of racing in the rain,"to-read, favorites, fiction, book-club, animals"
217,21996,21996,3486041,70,0739303406,9780739303400,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,309385,350607,25846,6687,18709,69012,135360,120839,https://images.gr-assets.com/books/1312066724m/21996.jpg,https://images.gr-assets.com/books/1312066724s/21996.jpg,erik larson tony goldwyn,the devil in the white city murder magic and madness at the fair that changed america,"to-read, currently-reading, non-fiction, history, nonfiction"
218,13572249,20448515,18973111,96,0425263908,9780425263910,Sylvia Day,2012,Bared to You,"Bared to You (Crossfire, #1)",eng,4.19,222678,386136,16748,9867,18983,55554,104657,197075,https://images.gr-assets.com/books/1477803272m/13572249.jpg,https://images.gr-assets.com/books/1477803272s/13572249.jpg,sylvia day,bared to you crossfire 1,"to-read, currently-reading, favorites, romance, erotica"
219,11127,11127,781271,270,0066238501,9780066238500,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,376385,401676,8871,3772,12192,59975,133056,192681,https://images.gr-assets.com/books/1449868701m/11127.jpg,https://images.gr-assets.com/books/1449868701s/11127.jpg,cs lewis pauline baynes,the chronicles of narnia chronicles of narnia 17,"to-read, children-s, childhood, children-s-books, sci-fi-fantasy"
220,3609760,3609760,3652511,20,0316043133,9780316043140,Mark Cotta Vaz,-,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion,en-US,4.23,291411,291899,532,6862,11019,48008,67939,158071,https://images.gr-assets.com/books/1352539022m/3609760.jpg,https://images.gr-assets.com/books/1352539022s/3609760.jpg,mark cotta vaz,twilight the complete illustrated movie companion,"to-read, currently-reading, vampires, young-adult, fantasy"
221,60748,60748,59104,74,1558743669,9781558743660,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,311543,321298,13729,7819,16453,57341,98786,140899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,dave pelzer,a child called it dave pelzer 1,"to-read, currently-reading, nonfiction, memoir, non-fiction"
222,7869,7869,859111,143,0752864327,9780752864330,Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,327122,336212,3899,10266,17695,65161,118463,124627,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg,robert ludlum,the bourne identity jason bourne 1,"to-read, currently-reading, fiction, thriller, mystery"
223,249747,249747,1334778,163,0786817879,9780786817870,Eoin Colfer,2001,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,386923,399165,8384,14473,30894,94950,129607,129241,https://images.gr-assets.com/books/1327945104m/249747.jpg,https://images.gr-assets.com/books/1327945104s/249747.jpg,eoin colfer,artemis fowl artemis fowl 1,"to-read, fantasy, young-adult, currently-reading, favorites"
224,6487308,6487308,6678670,97,0385738935,9780385738930,Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)",en-US,3.74,395296,408108,17725,23594,41578,94145,107149,141642,https://images.gr-assets.com/books/1440619649m/6487308.jpg,https://images.gr-assets.com/books/1440619649s/6487308.jpg,lauren kate,fallen fallen 1,"to-read, young-adult, fantasy, favorites, angels"
225,4406,4406,2574991,81,0142000655,9780142000660,John Steinbeck,1952,East of Eden  ,East of Eden,eng,4.35,320919,336682,14454,4183,9409,39153,96741,187196,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg,john steinbeck,east of eden,"to-read, classics, fiction, currently-reading, classic"
226,5886881,5886881,6873353,131,0307341569,9780307341560,Gillian Flynn,2009,Dark Places,Dark Places,eng,3.92,333452,386607,28784,5169,17975,89242,165108,109113,https://images.gr-assets.com/books/1354988288m/5886881.jpg,https://images.gr-assets.com/books/1354988288s/5886881.jpg,gillian flynn,dark places,"to-read, mystery, fiction, favorites, thriller"
227,5359,5359,137715,134,0385339089,9780385339090,John Grisham,1993,The Client,The Client,eng,3.97,320083,325663,1917,2530,12566,79176,129019,102372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,john grisham,the client,"to-read, fiction, john-grisham, mystery, thriller"
228,228333,228333,221139,84,0312291639,9780312291630,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)",eng,3.4,323762,328073,5121,17006,43014,116021,95951,56081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,emma mclaughlin nicola kraus,the nanny diaries nanny 1,"to-read, chick-lit, fiction, currently-reading, books-i-own"
229,24213,24213,2375385,845,0451527747,9780451527740,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,340920,377190,7736,5294,17482,76985,127906,149523,https://images.gr-assets.com/books/1327872220m/24213.jpg,https://images.gr-assets.com/books/1327872220s/24213.jpg,lewis carroll john tenniel martin gardner,alices adventures in wonderland  through the lookingglass,"to-read, currently-reading, classics, fantasy, favorites"
